gene	SJMMBT044903_D1	SJMMBT044904_D1	SJMMBT047584_D1	SJMMBT047585_D1	SJMMBT047586_D1	SJMMBT047587_D1	SJMMBT044907_D1	SJMMBT044908_D1	SJMMBT044909_D1	SJMMBT044910_D1	SJMMBT044911_D1	SJMMBT045512_D1	SJMMBT044913_D1	SJMMBT044914_D1	SJMMBT044915_D1	SJMMBT044916_D1	SJMMBT045379_D1	SJMMBT047605_D1
Ctla2a	1073	1445	280	544	439	675	1170	1006	539	337	1688	678	679	1602	911	715	1112	464
Ctla2b	294	396	105	113	130	158	398	173	148	106	437	167	491	576	330	278	367	91
Ctla4	8	1	0	0	3	1	12	2	3	7	2	3	2	6	3	2	0	1
Ctnna1	5477	8499	3522	3449	3011	3849	10191	4423	3367	2994	7484	3415	6283	8564	10414	3772	11490	2874
Ctnna2	15881	8227	2405	7622	8335	3846	6383	6661	5581	4632	7499	4956	6111	7525	3875	6933	5909	4389
Ctnna3	63	292	91	124	95	85	106	336	63	154	405	82	195	123	50	121	439	231
Ctnnal1	1436	3897	1713	3156	4752	2065	2273	1879	2079	1198	3257	1298	1690	3684	1454	2096	4029	900
Ctnnb1	37223	44309	13147	44752	42998	26430	36590	28902	32929	24102	37043	30381	30661	37250	44698	35821	29073	27457
Ctnnbip1	1227	1766	1153	2272	1143	722	1714	1448	781	612	3416	1629	1160	2033	2016	928	2553	1142
Ctnnbl1	3197	2658	792	1830	1436	954	2378	1818	1481	1310	2214	1371	1720	3251	3285	1483	1766	917
Ctnnd1	8296	5510	2565	5345	4490	5605	6546	4008	5601	3900	5948	4235	4721	9220	10389	4904	5501	2311
Ctnnd2	3725	2586	1886	6159	5319	4585	2141	4075	3753	1914	5606	3288	2559	3907	5869	5306	4588	3339
Ctns	949	1603	482	1032	872	648	1309	643	588	693	1099	590	953	1685	1276	648	1156	608
Ctps	2204	2789	1455	1266	1516	3909	2027	2584	1243	838	2909	1529	1809	3458	3505	1436	3809	1098
Ctps2	3332	2992	1016	1794	1211	919	2498	2342	1468	1354	2778	1837	2567	2337	2342	1762	2327	1513
Ctr9	6088	7722	2413	5251	4188	2809	6580	2934	3430	3371	5083	3370	5036	7329	6263	3382	4331	2747
Ctrb1	1	1	1	0	0	0	6	3	0	0	0	0	0	1	5	0	4	0
Ctrc	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctrl	133	43	31	47	46	33	39	63	24	29	35	49	128	75	54	51	88	46
Cts3	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Cts8	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	1
Ctsa	4962	10699	2601	4691	3695	4635	9039	3918	3702	3270	6692	3384	6873	8796	9973	4205	5143	2420
Ctsb	18174	44996	11647	18549	15808	14168	39397	23079	16187	10472	29153	14956	29387	27172	42881	22701	27772	14384
Ctsc	3973	2474	1028	1632	1573	2595	3884	2014	2115	1892	1950	1669	2550	5396	4638	2728	1223	1302
Ctsd	28471	84485	18603	26098	32098	47253	80740	28322	34353	16654	61371	23802	55258	50428	84857	57037	35150	17582
Ctse	159	355	164	127	174	369	345	238	100	230	344	88	191	187	303	257	110	216
Ctsf	529	2512	937	1501	1013	1066	1373	1580	516	450	2253	717	1081	858	1347	969	1671	1519
Ctsg	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
Ctsh	1474	1572	718	347	597	1141	2119	798	484	429	1094	433	1708	2413	1704	1407	812	765
Ctsk	107	291	43	90	162	39	347	88	85	258	108	87	162	371	213	71	602	68
Ctsl	7728	19783	3584	7250	5608	5435	19760	8535	3949	4343	10159	6016	11942	15912	12899	6931	9584	5886
Ctso	2636	2297	908	1560	1177	1138	1795	2650	956	912	2871	1522	1869	5335	964	3067	2456	2074
Ctss	18302	18571	7022	8220	7839	7768	20316	10780	15190	7529	15265	9112	24647	28945	13953	15861	7981	9691
Ctsw	46	45	3	18	18	65	47	12	49	27	9	16	22	30	41	13	27	2
Ctsz	3494	7001	2313	2877	3793	5865	7862	3100	3718	1594	4942	2281	5636	5883	8369	4634	3624	1689
Cttn	12752	14445	4008	6720	5833	5713	18154	6509	4267	4922	8079	6193	10390	15466	13498	5171	9657	3733
Cttnbp2	6210	1851	1619	4561	3219	1829	1333	2921	3994	2604	5781	3486	3253	4429	1344	3294	2479	2376
Cttnbp2nl	8373	6282	2295	5591	4528	2757	10529	6165	4116	3183	4979	4269	6426	12468	13857	4864	3331	3217
Ctu1	1078	974	357	726	914	484	942	513	456	412	707	563	668	1037	953	610	499	314
Ctu2	941	998	384	754	748	596	1033	705	416	364	792	632	725	1138	1311	664	962	444
Ctxn1	942	818	422	1195	1313	912	917	412	595	567	872	449	621	1276	1688	342	1158	558
Ctxn2	1	167	70	43	11	7	10	191	8	0	293	70	109	3	15	108	298	152
Ctxn3	31	48	19	20	18	56	20	85	12	31	262	58	33	78	20	50	117	41
Cubn	206	446	69	95	79	65	402	80	76	102	132	79	120	276	350	88	618	38
Cuedc1	2770	1509	712	1648	1990	1032	1575	1647	1289	872	2275	1556	1155	3053	1714	1789	2156	1721
Cuedc2	4223	5061	1327	2979	2307	1575	4541	3236	1395	1749	3414	1706	2907	4000	5729	1593	3339	1925
Cul1	9653	8985	2780	6445	6157	4687	8139	8259	4737	4021	7630	5688	6213	10775	7178	6541	7632	4591
Cul2	3804	2690	1309	1652	2653	1863	2196	2706	1225	913	2735	1627	3081	5502	2504	2942	3523	1664
Cul3	6200	6810	2867	4796	4441	3957	6653	6841	4789	3580	6067	4746	4664	6123	9377	4565	7579	4476
Cul4a	5631	6657	1897	4477	4206	3313	7152	3810	2929	3086	4686	3445	4685	7545	9473	3842	5200	2745
Cul4b	5004	4971	1843	3429	2377	2214	4059	3451	2642	2337	4153	2773	4002	4320	5494	2770	4221	2017
Cul5	7481	6023	2173	5343	4571	3063	6325	4416	3645	3799	4763	4624	5683	6418	7575	5340	4790	3240
Cul7	3606	3989	1257	3328	2414	3087	4217	1552	2086	1775	2843	2073	2440	6360	4231	2129	2862	1154
Cul9	1437	2927	1026	2015	1747	1328	2847	1686	1005	800	2845	1176	1868	3230	1298	1238	2692	1312
Cuta	1173	1776	600	1225	854	688	1343	858	719	580	1661	729	1018	1603	1468	724	1503	601
Cutc	374	219	107	163	141	128	177	168	73	74	228	101	174	261	212	118	226	160
Cux1	2722	2888	1601	1996	2875	1814	4686	2733	2598	2593	3413	1927	1949	3731	4158	1970	4001	1398
Cux2	1067	1747	514	1688	940	532	2051	1358	1452	1200	2196	1477	1154	2071	570	804	2389	1284
Cuzd1	28	14	5	7	5	3	10	10	1	5	4	3	9	15	17	5	12	2
Cwc15	4771	4226	1243	3166	2506	1850	3377	3168	2355	2081	3614	2370	3525	3696	4420	2484	2986	1702
Cwc22	2854	1955	752	1659	1548	1174	2337	1989	1641	1244	1930	1668	1843	3858	2656	1896	1935	760
Cwc25	1393	1434	524	935	794	659	1402	953	696	638	1120	762	939	1921	1382	786	1195	602
Cwc27	2138	1595	668	1250	980	770	1390	1572	831	757	1309	1240	1345	2943	1949	1408	1854	779
Cwf19l1	1012	999	463	797	726	451	722	760	377	452	765	389	551	767	1185	373	779	385
Cwf19l2	3411	2267	917	1892	1619	1036	2234	2808	1405	1197	1897	2168	2369	2818	2703	2988	2088	1244
Cwh43	2	10	3	1	3	2	4	8	5	2	9	7	8	10	2	2	15	6
Cx3cl1	1274	1509	864	1640	1024	2634	1413	3062	822	641	4568	2020	1671	2629	1621	2575	3121	2185
Cx3cr1	2886	6941	1961	2948	1881	2970	5676	1967	3434	1731	2834	2197	5067	6305	3210	3673	1481	2517
Cxadr	2616	3250	732	4141	2484	8742	4856	3163	3643	2898	2350	2945	1504	3821	7094	3532	1539	1356
Cxcl1	42	44	34	15	85	26	72	115	19	16	31	58	37	1442	144	24	135	8
Cxcl10	31911	1488	5413	6371	3693	1957	1663	18405	9820	4085	6462	23001	19295	14821	2100	35590	11085	4828
Cxcl11	220	117	690	137	93	140	118	245	975	1052	427	701	851	98	27	328	255	175
Cxcl12	550	478	147	245	167	96	326	546	73	146	1300	315	380	311	110	113	559	241
Cxcl13	110	57	883	146	53	490	653	881	961	174	154	85	82	545	372	58	170	161
Cxcl14	1389	1905	804	1914	740	350	3283	2584	950	724	3167	1933	1582	2393	3730	2584	2230	1920
Cxcl15	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcl16	950	550	141	235	284	290	893	348	318	420	276	223	337	861	486	258	292	154
Cxcl17	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	2	1	0
Cxcl2	18	18	5	4	8	4	23	26	0	1	12	10	3	215	62	3	28	1
Cxcl3	0	0	1	0	2	0	1	0	0	0	1	0	0	44	8	0	0	0
Cxcl5	17	38	9	8	10	6	74	23	4	10	27	25	7	194	241	6	54	9
Cxcl9	213	20	279	31	262	30	75	170	98	370	420	1084	479	130	74	371	72	54
Cxcr1	0	0	0	0	0	0	2	0	0	0	1	0	0	1	2	0	0	0
Cxcr2	47	56	10	26	27	31	58	29	26	17	72	19	40	207	164	24	40	7
Cxcr3	4	2	0	1	0	0	2	0	8	3	0	3	0	1	6	5	0	0
Cxcr4	413	439	222	138	338	479	404	145	207	212	311	209	364	407	669	313	336	289
Cxcr5	1	0	0	0	0	0	4	1	0	0	0	2	1	1	1	1	1	0
Cxcr6	19	5	3	0	1	7	17	4	12	6	2	1	4	12	0	5	1	4
Cxcr7	345	369	342	519	258	359	463	509	252	197	958	444	428	347	177	622	463	955
Cxx1a	2928	3412	1339	2255	1836	915	2398	2780	1308	1097	4435	1642	2398	2258	1987	1579	3316	2136
Cxx1b	3581	3829	1462	2667	2351	1153	2980	3092	1429	1186	4740	1791	2781	2675	2335	1876	3724	2492
Cxx1c	1909	2827	1011	1721	1134	611	1305	2288	825	689	3784	1149	1694	1137	1628	1176	2809	1752
Cxxc1	1490	1111	693	1073	1922	1405	1296	891	674	544	1546	714	1208	1913	1478	1117	1502	851
Cxxc4	744	985	344	731	529	346	432	979	533	478	1216	541	527	1230	1058	493	1188	788
Cxxc5	2830	1451	809	1079	2505	2237	1860	1823	774	566	1715	1094	1328	2514	1723	2084	2016	1159
Cyb5	1589	1761	726	1227	1330	995	1334	1416	776	651	2167	779	1813	1570	1694	1505	1829	967
Cyb561	61	747	249	293	124	163	178	850	93	63	1335	373	286	139	96	354	1202	625
Cyb561d1	719	679	247	352	279	216	686	478	241	237	650	414	583	1144	459	336	610	317
Cyb561d2	1037	581	170	431	402	237	585	325	320	345	613	333	565	794	513	373	483	212
Cyb5b	6378	8352	2725	5104	4708	4403	8396	6422	3661	2864	6596	4898	6984	5881	9855	6016	7246	4203
Cyb5d1	859	1336	427	914	751	482	1177	750	735	590	1333	749	739	1313	1307	813	1106	507
Cyb5d2	798	1042	384	750	503	458	1013	541	700	593	1279	513	705	1252	747	643	976	642
Cyb5r1	807	875	562	970	1338	624	1285	1175	328	390	1153	789	763	924	1487	938	1036	447
Cyb5r2	434	278	238	568	332	40	350	309	235	194	423	487	551	442	203	396	278	270
Cyb5r3	4972	7106	2555	3466	2562	3152	8614	4354	2096	2471	5700	3129	4718	8515	7355	3147	7227	2433
Cyb5r4	2781	2003	712	1576	1577	1270	2561	1508	1124	1061	1889	999	2105	1689	2990	1516	1469	907
Cyb5rl	104	279	179	135	125	311	123	163	69	65	333	115	141	249	221	124	325	164
Cyba	645	740	284	352	437	412	942	408	369	264	583	331	816	1171	967	435	370	258
Cybasc3	582	709	280	622	385	441	773	241	360	315	601	265	507	652	793	316	439	403
Cybb	2289	956	253	285	729	600	1470	789	1227	1080	906	569	736	976	1647	621	433	410
Cybrd1	220	330	257	232	186	1941	323	707	150	155	619	304	244	554	701	432	394	140
Cyc1	3322	4310	1756	3141	2614	2396	3706	3352	1759	1375	4549	2196	2655	3178	4681	3118	4618	2442
Cycs	4944	4917	1323	2795	2328	1797	3816	4035	2110	1915	4991	2560	3472	3902	4398	3680	4001	1944
Cyct	0	1	1	1	7	0	2	1	0	0	0	4	2	0	3	0	5	1
Cyfip1	10779	11016	3739	7261	5683	6717	10685	6886	5796	4436	9000	5964	8937	13710	10124	7730	7211	4310
Cyfip2	12604	21594	6471	9311	5853	2234	17312	15700	10222	10461	18740	9857	14302	21993	11269	5812	28306	7931
Cygb	302	1647	468	805	379	171	264	2088	250	153	2283	776	796	489	169	880	2530	1629
Cyhr1	3619	4843	1844	3490	2896	2256	4070	3087	2313	1938	5624	2355	2917	3647	4003	2358	4733	2289
Cylc1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Cyld	6469	7292	2110	4570	3373	1624	5077	4802	3301	3137	5969	3568	5599	6621	6701	4060	6132	3846
Cym	4	4	1	0	1	2	6	9	0	2	1	3	2	17	14	5	4	2
Cyp11a1	4	16	1	8	8	1	9	7	0	4	17	6	11	9	3	6	14	10
Cyp11b1	1	1	0	0	1	0	0	3	0	0	0	0	4	0	0	0	4	0
Cyp11b2	1	1	0	1	0	0	1	0	2	1	0	1	4	0	0	1	3	0
Cyp17a1	5	2	0	1	2	0	1	4	2	0	5	1	1	2	1	2	0	1
Cyp19a1	2	1	0	2	7	0	5	2	9	2	8	5	5	1	0	0	3	0
Cyp1a1	4	1	1	3	2	0	1	3	3	1	1	9	7	1	2	3	5	3
Cyp1a2	1	2	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0
Cyp1b1	2067	221	384	238	724	5819	368	708	238	512	645	623	412	2028	55	921	771	231
Cyp20a1	2376	2416	949	1738	1561	1139	2233	1368	1478	1128	1938	1317	1805	2145	2613	1701	1084	986
Cyp21a1	6	0	8	7	1	2	6	3	10	3	22	8	12	10	2	3	24	2
Cyp21a2-ps	8	3	9	8	0	0	3	5	13	4	18	11	10	7	1	2	33	6
Cyp24a1	5	8	0	5	4	2	6	28	7	6	16	16	1	9	4	0	12	6
Cyp26a1	22	3	8	10	47	0	24	16	3	6	9	18	13	16	29	3	13	3
Cyp26b1	489	568	341	604	222	32	466	469	1166	761	1116	1297	397	781	166	132	829	141
Cyp26c1	47	11	9	13	4	9	28	23	10	8	13	7	38	31	33	15	13	8
Cyp27a1	212	887	179	308	123	95	400	415	242	200	688	289	445	201	211	413	600	287
Cyp27b1	12	4	8	4	8	6	5	24	14	11	18	14	7	16	20	9	19	5
Cyp2a22	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Cyp2a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Cyp2a5	0	1	0	2	1	0	0	6	0	0	2	0	0	0	0	2	3	2
Cyp2ab1	5	4	3	1	1	0	3	10	1	4	2	1	3	21	2	0	4	4
Cyp2b10	0	0	1	0	2	0	1	0	0	0	7	0	0	1	0	0	1	1
Cyp2b13	9	1	1	0	10	60	0	2	0	1	16	1	4	0	0	0	2	4
Cyp2b19	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0
Cyp2b23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Cyp2b9	1	1	0	0	0	0	0	1	1	0	0	1	3	0	1	0	2	1
Cyp2c29	0	1	0	0	0	0	0	0	0	1	0	0	2	2	3	0	1	0
Cyp2c38	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c39	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Cyp2c40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Cyp2c44	4	1	0	1	1	0	2	0	0	0	0	0	1	4	6	0	6	1
Cyp2c50	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Cyp2c53-ps	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Cyp2c54	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0
Cyp2c55	38	289	22	89	92	9	276	77	123	173	115	126	76	22	144	8	27	8
Cyp2c65	3	2	2	3	7	1	3	4	0	1	6	2	1	4	10	1	2	5
Cyp2c66	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0
Cyp2c67	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Cyp2c68	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Cyp2c69	0	0	1	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0
Cyp2c70	0	0	1	0	1	0	0	0	0	1	2	1	0	0	0	0	2	0
Cyp2d10	0	3	3	0	0	0	1	2	1	0	0	2	0	0	1	1	0	0
Cyp2d11	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Cyp2d12	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0
Cyp2d22	50	993	571	615	511	454	182	1397	82	59	1655	522	780	235	150	845	1682	1117
Cyp2d26	22	9	6	8	8	6	18	5	6	15	15	14	9	25	18	9	20	2
Cyp2d34	1	2	0	0	0	0	0	0	1	1	0	0	0	2	1	0	0	0
Cyp2d37-ps	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Cyp2d40	4	2	1	0	1	0	2	1	0	2	0	1	2	2	5	3	3	0
Cyp2d9	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Cyp2e1	7	16	0	5	1	0	16	2	11	4	19	14	9	1	4	1	1	2
Cyp2f2	0	1	0	5	4	0	2	20	0	6	21	0	0	2	0	0	5	0
Cyp2g1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Cyp2j11	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
Cyp2j12	0	96	47	50	9	0	342	206	15	1	258	88	51	13	10	79	237	68
Cyp2j13	3	1	11	2	0	4	100	0	4	1	14	0	0	0	1	0	7	3
Cyp2j5	0	0	0	0	0	1	3	0	1	0	1	0	0	7	0	0	0	1
Cyp2j6	4247	7191	3821	12713	1342	813	22264	1855	3924	3634	8521	2811	3457	9705	6500	1317	10907	2437
Cyp2j7-ps	0	1	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0
Cyp2j8	64	55	35	81	10	8	125	23	14	23	69	29	32	82	99	14	96	29
Cyp2j9	1020	2504	1847	5080	413	439	2363	1875	1650	529	6816	1010	1260	2770	1905	1049	4937	2069
Cyp2r1	33	94	63	36	46	50	59	43	51	27	69	26	59	40	75	31	53	17
Cyp2s1	13	148	31	61	34	24	44	192	19	6	218	78	57	14	41	76	266	116
Cyp2t4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Cyp2u1	302	392	164	408	159	195	360	278	205	143	400	234	261	561	218	201	373	263
Cyp2w1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp39a1	131	417	135	49	111	333	262	95	259	144	444	155	125	248	410	95	278	47
Cyp3a11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Cyp3a13	294	460	132	80	17	9	481	265	47	84	424	222	241	475	249	64	1014	113
Cyp3a16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0
Cyp3a25	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
Cyp3a41a	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	25	0
Cyp3a41b	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0
Cyp3a44	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Cyp3a57	61	35	7	10	10	0	12	37	8	8	21	25	45	79	15	30	78	5
Cyp3a59	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Cyp46a1	56	490	176	293	128	73	418	533	79	82	934	227	357	350	185	258	838	432
Cyp4a12a	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Cyp4a12b	1	0	0	3	2	1	0	0	0	1	2	1	0	5	0	1	1	0
Cyp4a14	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
Cyp4a29-ps	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Cyp4a31	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Cyp4b1	6	2	10	3	9	1	5	6	0	2	9	1	7	1	3	1	5	7
Cyp4f13	547	866	380	672	325	365	1274	458	417	406	918	499	681	1145	787	615	808	317
Cyp4f14	32	147	126	79	26	62	33	432	34	75	823	95	139	319	14	290	317	338
Cyp4f15	14	121	43	50	14	2	7	181	22	27	476	38	84	22	1	72	263	218
Cyp4f16	1210	1591	443	848	774	613	1327	615	571	477	1011	633	1018	1432	1019	655	1002	395
Cyp4f17	435	467	253	343	261	154	344	265	252	193	514	228	324	379	350	293	386	212
Cyp4f18	612	90	15	11	83	12	317	60	18	63	28	83	183	300	224	37	71	9
Cyp4f39	0	3	0	0	0	0	1	0	1	2	3	1	0	3	1	2	4	0
Cyp4f40	1	2	0	1	0	0	5	1	2	1	1	1	0	0	0	0	0	1
Cyp4f41-ps	7	14	3	9	5	9	18	0	11	3	12	3	9	11	30	3	28	2
Cyp4v3	1442	1008	459	379	339	415	799	1371	394	612	1167	921	2274	1600	415	2919	780	753
Cyp4x1	53	293	173	202	138	19	40	459	334	161	540	359	161	12	31	179	503	388
Cyp51	4940	6480	2539	5424	3518	3642	6759	6062	3159	2373	4654	3628	4445	8756	5567	4463	6777	2899
Cyp7a1	0	0	0	0	0	0	2	1	0	0	3	0	0	0	0	2	0	0
Cyp7b1	580	1394	366	927	381	371	1256	728	583	783	998	521	503	2156	594	616	688	609
Cyp8b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Cypt1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Cypt12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Cypt2-ps	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
Cypt3	3	1	0	0	3	0	0	0	1	0	0	1	0	0	3	0	0	0
Cypt4	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Cyr61	1177	1813	927	724	741	865	2035	3250	486	495	2058	1469	1553	4076	1142	4896	1800	941
Cys1	55	118	54	83	123	82	28	77	87	71	270	93	101	143	37	72	168	121
Cysltr1	146	126	51	64	42	32	111	61	85	56	125	60	117	191	114	96	63	63
Cysltr2	525	158	71	51	26	106	246	118	95	121	71	150	529	237	84	149	86	119
Cyth1	2567	6153	1222	1635	2152	998	5126	2856	1064	1557	3714	1637	3580	3910	2823	1944	4835	1552
Cyth2	4171	4588	1397	2937	3528	2132	5005	2248	1902	2163	3456	2456	3370	5263	3483	2426	3044	1442
Cyth3	1982	2008	756	1402	1503	1360	1867	1920	789	965	2143	1283	1304	4419	2214	1547	2455	1128
Cyth4	1151	1909	587	861	768	1056	1792	647	967	576	1078	715	1638	2380	1536	1018	649	557
Cytip	141	161	70	33	50	210	197	282	119	309	49	100	49	170	142	38	49	13
Cytl1	0	14	4	21	19	5	11	14	14	9	316	21	7	1	1	21	9	4
Cyyr1	96	111	31	55	44	120	195	147	142	81	113	102	87	171	166	66	156	53
D030016E14Rik	6690	5199	1885	3659	3317	2278	4326	3799	2185	1960	4290	3164	4558	5839	5688	3999	4708	2406
D030018L15Rik	5	2	1	1	1	2	5	3	0	1	0	1	2	0	1	1	3	1
D030025P21Rik	2	0	0	0	0	0	0	1	0	0	0	3	0	8	2	0	1	0
D030028A08Rik	466	889	256	857	460	253	601	207	550	430	455	294	531	410	604	150	320	131
D030046N08Rik	21	3	3	13	45	14	0	10	6	3	17	6	4	13	2	4	11	9
D030047H15Rik	21	28	6	9	14	13	12	4	11	10	17	9	22	25	21	11	13	8
D030054H15Rik	51	124	41	72	62	42	92	55	55	48	133	43	111	127	90	39	120	51
D030055H07Rik	60	13	14	13	150	32	43	17	13	20	33	19	47	12	71	63	23	41
D030056L22Rik	757	1189	388	752	1034	827	1096	597	379	350	722	367	628	733	1321	469	747	465
D030068K23Rik	16	43	16	17	7	19	30	47	27	16	60	36	35	20	42	37	48	40
D0H4S114	2904	2128	544	1114	1885	2244	1979	1520	1341	1226	2123	1099	1503	2033	2223	1367	3713	1178
D10Bwg1379e	2190	2929	1746	2601	1999	860	1385	5072	2506	1575	5874	2751	2756	2433	689	2141	5146	2353
D10Jhu81e	934	1984	810	1474	875	618	1113	1414	747	581	2741	801	1123	1244	1443	1266	2424	1131
D10Wsu102e	2567	2014	1142	1884	1964	5483	2152	2384	2003	1355	2359	1702	1818	2524	4714	2443	2324	1025
D10Wsu52e	9430	7519	4211	6055	5209	16826	6800	7446	5724	4251	10217	5201	7270	9007	11462	6918	8813	4718
D11Bhm181e	6	13	3	16	9	8	23	11	13	6	15	7	10	17	21	10	14	1
D11Wsu47e	886	835	301	602	561	461	851	412	631	473	745	539	572	1311	894	544	706	321
D11Wsu99e	1000	1035	469	827	778	624	1018	910	568	461	1287	638	676	1483	1404	853	1250	635
D130007C19Rik	42	77	51	35	27	53	70	43	46	31	99	38	53	87	88	41	148	33
D130017N08Rik	211	358	82	264	108	132	252	197	126	76	253	121	179	464	126	173	331	122
D130020L05Rik	39	88	20	62	28	16	61	53	34	26	87	33	31	91	101	58	72	39
D130040H23Rik	789	597	199	518	404	237	476	366	443	334	402	334	439	756	588	452	423	260
D130043K22Rik	195	472	277	230	280	202	116	545	87	97	1088	202	410	198	100	268	852	466
D130058E05Rik	66	76	11	31	13	74	52	63	22	22	95	19	38	31	100	54	65	29
D130062J21Rik	66	149	63	110	144	144	167	112	119	95	154	124	125	172	280	110	215	52
D14Abb1e	6067	6877	2438	5082	4801	3378	6723	2735	5341	4457	5277	3664	5470	6207	9565	4803	5567	3417
D14Ertd449e	489	203	75	322	208	312	152	119	174	114	162	197	235	187	863	212	270	197
D14Ertd668e	5919	757	1340	2207	658	653	1139	2388	2481	2430	2770	3691	6295	4896	285	3950	1839	1708
D15Ertd621e	7306	9444	3037	4818	4453	3018	9304	4673	4198	3580	6083	3843	5854	6764	9289	4356	8102	2464
D16Ertd472e	1242	1582	490	746	370	440	1303	1089	1061	716	839	1230	2354	1686	846	1179	1609	404
D16H22S680E	1286	1594	548	846	878	454	1072	1480	674	589	2330	816	1370	1399	782	985	2049	1060
D17H6S53E	1070	1077	355	732	673	468	856	599	425	343	909	509	761	1230	696	618	871	426
D17H6S56E-3	22	192	66	71	45	58	50	280	40	14	339	142	45	39	44	94	441	123
D17H6S56E-5	3543	2599	1264	1275	2370	2192	3030	709	2170	845	1383	778	1154	2480	4582	1353	1517	254
D17Wsu104e	2561	3420	992	2019	1729	1876	2885	1730	1536	1054	2911	1448	1771	3604	3466	1600	2119	769
D17Wsu92e	5470	5426	2214	3432	3091	2400	4821	4993	2639	2009	6227	3515	4788	6912	4259	3733	6424	2919
D18Ertd653e	239	489	320	400	429	988	474	714	275	153	939	364	442	578	388	666	731	488
D19Bwg1357e	3378	4551	1453	2666	2333	2162	3908	1625	1605	1864	2467	1348	2845	2982	6552	1261	2101	1124
D19Ertd386e	1293	2004	745	1271	893	692	1616	1364	666	721	1914	658	1329	1181	2178	735	1553	923
D19Ertd737e	2399	2374	750	1291	1607	445	1855	1466	719	764	1460	779	1470	1764	2444	850	1620	809
D19Wsu162e	2793	3237	1251	2350	1791	2230	4350	2116	1314	1512	2811	1332	2270	3648	4013	1096	2755	1495
D1Bwg0212e	1541	1131	528	1122	1205	890	1148	1132	877	629	1089	973	804	1218	1866	827	1320	879
D1Ertd622e	2278	2051	594	1151	1324	994	1545	2178	859	671	1857	1407	1498	1922	1783	1721	1545	846
D1Pas1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
D230002A01Rik	15	13	8	22	12	7	13	9	8	12	26	19	3	23	10	17	13	16
