geneID	geneSymbol	bioType	annotationLevel	SRR7850870	SRR7850871	SRR7850872	SRR7850873	SRR7850874	SRR7850875	SRR7850876	SRR7850877	SRR7850878
ENSMUSG00000040209.12	Zfp704	protein_coding	1	1921.0	6524.0	5414.0	5738.0	5646.0	7225.0	3787.0	5077.0	2779.0
ENSMUSG00000040212.12	Emp3	protein_coding	2	36.0	71.0	86.0	75.0	118.0	97.0	79.0	82.0	47.0
ENSMUSG00000040213.13	Kyat3	protein_coding	2	66.0	167.0	182.0	132.0	183.0	242.0	136.0	176.0	74.0
ENSMUSG00000040217.7	Gm6369	processed_pseudogene	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000040219.4	Ttc12	protein_coding	2	40.0	65.0	66.0	64.0	92.0	89.0	88.0	116.0	29.0
ENSMUSG00000040220.10	Gas8	protein_coding	2	352.0	1017.0	872.0	853.0	1154.0	1284.0	873.0	1078.0	501.0
ENSMUSG00000040225.15	Prrc2c	protein_coding	1	5310.0	13983.0	11269.9	12559.0	16029.0	17120.96	11419.98	13691.0	6218.0
ENSMUSG00000040229.11	Gpr34	protein_coding	2	36.0	89.0	83.0	75.0	64.0	95.0	58.0	76.0	45.0
ENSMUSG00000040231.16	Syngr4	protein_coding	2	1.0	4.0	4.0	6.0	8.0	6.0	2.0	0.0	2.0
ENSMUSG00000040234.16	Tm7sf3	protein_coding	2	356.0	1075.0	814.0	856.0	1065.0	1219.0	801.0	1041.0	540.0
ENSMUSG00000040236.4	Trappc5	protein_coding	2	562.0	1439.0	1352.0	1268.0	1621.0	1840.0	1172.0	1545.0	694.0
ENSMUSG00000040242.14	Fgfr1op2	protein_coding	2	781.0	1860.95	1636.98	1619.95	2109.99	2764.97	1549.0	1965.0	999.98
ENSMUSG00000040247.6	Tbc1d10c	protein_coding	2	1.65	10.48	11.8	7.75	18.06	5.36	10.56	6.23	6.8
ENSMUSG00000040249.15	Lrp1	protein_coding	2	3710.0	13187.0	10694.0	11560.0	13510.0	10182.0	7262.0	9998.0	4089.0
ENSMUSG00000040250.14	Ints13	protein_coding	2	892.0	2369.0	2011.0	2032.0	2606.0	3397.0	1952.0	2594.0	1140.0
ENSMUSG00000040253.15	Gbp7	protein_coding	2	24.45	69.54	76.18	72.82	187.0	84.0	70.0	103.63	62.0
ENSMUSG00000040254.11	Sema3d	protein_coding	2	33.0	110.0	122.0	116.0	132.0	604.0	134.0	242.0	414.0
ENSMUSG00000040258.6	Nxph4	protein_coding	2	127.0	361.0	294.0	306.0	552.0	394.0	263.0	357.0	131.0
ENSMUSG00000040260.8	Daam2	protein_coding	2	99.0	318.0	307.0	283.0	364.0	963.0	473.0	557.0	437.0
ENSMUSG00000040263.16	Klhdc4	protein_coding	2	434.0	771.0	972.0	736.0	1322.0	972.0	943.0	1188.0	546.0
ENSMUSG00000040264.10	Gbp2b	protein_coding	2	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0
ENSMUSG00000040265.16	Dnm3	protein_coding	1	324.0	1131.0	1069.0	1033.0	1036.0	1089.0	625.0	877.0	380.0
ENSMUSG00000040268.17	Plekha1	protein_coding	2	1021.0	2877.0	2602.0	2590.0	3158.0	3590.0	1854.0	2560.0	1210.0
ENSMUSG00000040269.5	Mrps28	protein_coding	2	114.0	289.0	284.0	272.0	299.0	455.0	272.0	311.0	169.0
ENSMUSG00000040270.16	Bach2	protein_coding	1	932.0	3337.0	3093.0	3177.0	3203.0	3552.0	1845.0	2367.0	1649.0
ENSMUSG00000040272.14	Accs	protein_coding	2	232.0	601.0	624.0	576.0	662.0	621.0	476.0	517.0	224.0
ENSMUSG00000040274.11	Cdk6	protein_coding	2	936.0	2752.0	2350.0	2468.0	2590.0	8525.0	3682.0	4987.0	3488.0
ENSMUSG00000040276.15	Pacsin1	protein_coding	2	84.0	268.0	251.0	235.0	298.0	255.0	155.0	248.0	87.0
ENSMUSG00000040280.10	Ndufa4l2	protein_coding	2	12.0	43.0	39.0	41.0	66.0	60.0	33.0	44.0	22.0
ENSMUSG00000040282.13	BC052040	protein_coding	2	143.0	377.0	259.0	316.0	411.0	483.0	312.0	345.0	191.0
ENSMUSG00000040283.14	Btnl9	protein_coding	1	3.0	6.0	2.0	6.0	3.0	14.0	2.0	4.0	2.0
ENSMUSG00000040284.4	Gzmg	protein_coding	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000040287.9	Stac3	protein_coding	2	24.0	51.0	50.0	48.0	47.0	26.0	31.0	27.0	16.0
ENSMUSG00000040289.8	Hey1	protein_coding	2	554.0	1410.0	1164.0	1331.0	1819.0	1558.0	1004.0	1183.0	451.0
ENSMUSG00000040296.15	Ddx58	protein_coding	2	56.0	122.0	168.0	119.0	269.0	181.0	117.0	167.0	113.0
ENSMUSG00000040297.12	Suco	protein_coding	2	1650.0	4386.0	3603.0	3882.0	4678.0	6105.0	3470.0	4266.0	2278.0
ENSMUSG00000040298.6	Btbd16	protein_coding	2	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000040302.17	Rbm48	protein_coding	1	144.0	343.0	366.0	327.0	444.0	490.0	297.0	412.0	177.0
ENSMUSG00000040310.12	Alx4	protein_coding	2	88.0	200.0	175.0	215.0	348.0	296.0	434.0	272.0	156.0
ENSMUSG00000040312.14	Cchcr1	protein_coding	2	211.0	507.0	433.0	503.0	560.0	627.0	498.0	505.0	258.0
ENSMUSG00000040314.2	Ctsg	protein_coding	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000040321.3	Zfp770	protein_coding	2	463.0	1262.0	1127.0	1111.0	1320.0	1690.0	895.0	1094.0	579.0
ENSMUSG00000040322.10	Slc25a24	protein_coding	2	239.0	456.0	426.0	377.0	701.0	894.0	670.0	704.0	348.0
ENSMUSG00000040323.13	Gm15429	processed_pseudogene	2	33.65	98.56	78.67	101.66	102.44	146.12	78.89	112.31	46.13
ENSMUSG00000040325.16	Dcaf1	protein_coding	2	1344.0	3470.0	2879.0	2951.0	3998.0	4897.0	2736.0	3618.0	1751.0
ENSMUSG00000040327.16	Cul9	protein_coding	2	329.0	838.0	811.0	850.0	1020.0	833.0	558.0	752.0	352.0
ENSMUSG00000040328.15	Olfr56	protein_coding	2	0.0	1.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0
ENSMUSG00000040329.14	Il7	protein_coding	2	0.0	1.0	2.0	3.0	0.0	0.0	0.0	3.0	1.0
ENSMUSG00000040331.16	Nsmce4a	protein_coding	2	933.0	2584.0	2178.0	2250.0	2920.0	3324.0	2185.0	2488.0	1196.0
ENSMUSG00000040339.10	Fam102b	protein_coding	2	711.0	1998.0	1785.0	1834.0	2218.0	3312.0	1617.0	2102.0	1218.0
ENSMUSG00000040340.13	Tex45	protein_coding	2	1.0	0.0	0.0	0.0	1.0	4.0	0.0	1.0	0.0
ENSMUSG00000040345.10	Arhgap9	protein_coding	2	1.0	15.0	11.0	8.0	19.0	13.0	12.0	15.0	14.0
ENSMUSG00000040350.16	Trim7	protein_coding	1	19.0	51.0	26.0	31.0	57.0	83.0	43.0	69.0	33.0
ENSMUSG00000040351.11	Ankib1	protein_coding	2	1425.0	3953.0	3346.0	3526.0	4161.0	5572.0	2955.0	3694.0	1933.0
ENSMUSG00000040354.14	Mars	protein_coding	2	1042.0	2552.0	2330.0	2418.0	2901.0	4825.0	2630.0	3409.0	1932.0
ENSMUSG00000040356.16	Skiv2l	protein_coding	2	872.0	2401.0	1898.0	1979.0	2666.0	2594.0	1850.0	2356.0	999.0
ENSMUSG00000040359.14	Ufl1	protein_coding	2	498.0	1198.0	1029.0	1099.0	1319.0	1990.0	1110.0	1296.0	790.0
ENSMUSG00000040363.15	Bcor	protein_coding	2	1273.0	3288.0	2758.0	2839.0	3776.0	3448.0	2435.0	2784.0	1218.0
ENSMUSG00000040364.8	Sec1	protein_coding	2	1.0	0.0	4.0	8.0	13.0	4.0	4.0	5.0	1.0
ENSMUSG00000040365.14	Trim41	protein_coding	2	594.0	1729.0	1397.0	1426.0	1932.0	2032.0	1319.0	1686.0	733.0
ENSMUSG00000040367.2	Lrrd1	protein_coding	2	0.0	6.0	5.0	4.0	4.0	5.0	3.0	1.0	4.0
ENSMUSG00000040370.13	Etfrf1	protein_coding	2	181.0	453.0	441.0	369.0	524.0	594.0	365.0	465.0	206.0
ENSMUSG00000040372.2	Gpr63	protein_coding	2	50.0	182.0	112.0	129.0	115.0	140.0	105.0	130.0	81.0
ENSMUSG00000040373.12	Cacng5	protein_coding	2	15.0	53.0	58.0	47.0	53.0	52.0	36.0	37.0	18.0
ENSMUSG00000040374.13	Pex2	protein_coding	2	521.0	1378.0	1199.0	1172.0	1573.0	1906.0	1101.0	1305.0	657.0
ENSMUSG00000040380.14	Cbln3	protein_coding	2	6.0	17.0	14.0	23.0	15.0	11.0	10.0	19.0	3.0
ENSMUSG00000040383.16	Aqr	protein_coding	2	1444.0	3895.0	3379.0	3590.0	4492.0	5529.0	3187.0	3919.0	1860.0
ENSMUSG00000040385.7	Ppp1ca	protein_coding	2	3138.0	7834.0	6631.0	6707.0	9508.0	11811.0	7431.0	8862.0	4390.0
ENSMUSG00000040387.16	Klhl32	protein_coding	2	125.0	342.0	272.0	242.0	381.0	399.0	198.0	330.0	92.0
ENSMUSG00000040389.15	Wdr47	protein_coding	2	1214.0	3982.0	3298.0	3497.0	4230.0	4533.0	2266.0	3285.0	1636.0
ENSMUSG00000040390.13	Map3k10	protein_coding	2	446.0	1289.0	1215.0	1225.0	1514.0	1667.0	1050.0	1295.0	654.0
ENSMUSG00000040396.12	Abhd13	protein_coding	2	834.0	2229.0	1908.0	1955.0	2415.0	3332.0	1797.0	2226.0	1096.0
ENSMUSG00000040405.13	Havcr1	protein_coding	2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ENSMUSG00000040407.18	Akap9	protein_coding	2	7756.0	23889.0	20908.0	21451.0	24195.0	27419.0	14810.0	20435.0	8869.0
ENSMUSG00000040410.14	Fbxl4	protein_coding	2	132.0	376.0	370.0	362.0	407.0	535.0	304.0	383.0	220.0
ENSMUSG00000040412.16	5330417C22Rik	protein_coding	2	96.0	205.0	234.0	195.0	237.0	232.0	130.0	220.0	93.0
ENSMUSG00000040413.15	Timd2	protein_coding	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
ENSMUSG00000040414.8	Slc25a28	protein_coding	2	370.0	896.0	779.0	864.0	1005.0	1129.0	691.0	834.0	428.0
ENSMUSG00000040415.15	Dtx3	protein_coding	2	958.0	2508.0	2423.0	2523.0	3020.0	2744.0	1996.0	2594.0	1148.0
ENSMUSG00000040420.15	Cdh18	protein_coding	2	31.0	81.0	54.0	60.0	76.0	118.0	47.0	85.0	23.0
ENSMUSG00000040423.10	Rc3h1	protein_coding	1	1805.0	4598.0	3866.0	4136.0	5251.0	5755.0	3340.0	4213.0	1980.0
ENSMUSG00000040424.15	Hipk4	protein_coding	2	14.0	37.0	43.0	44.0	28.0	57.0	39.0	51.0	37.0
ENSMUSG00000040428.19	Plekha4	protein_coding	2	4.0	17.0	19.0	16.0	25.0	87.0	27.0	61.0	59.0
ENSMUSG00000040429.6	Mterf1a	protein_coding	2	87.7	262.02	221.17	225.19	223.14	362.78	151.19	205.3	126.32
ENSMUSG00000040430.18	Pitpnc1	protein_coding	2	927.0	2231.0	2042.0	2123.0	2554.0	2513.0	1590.0	1915.0	967.0
ENSMUSG00000040432.5	Ltb4r2	protein_coding	2	7.0	12.0	8.0	11.0	12.0	3.0	14.0	12.0	13.0
ENSMUSG00000040433.16	Zbtb38	protein_coding	2	500.0	1751.0	1608.0	1580.0	1710.0	1970.0	1039.0	1362.0	725.0
ENSMUSG00000040434.16	Large2	protein_coding	2	28.0	38.0	29.0	28.0	61.0	306.0	244.0	282.0	156.0
ENSMUSG00000040435.12	Ppp1r15a	protein_coding	2	241.0	537.0	491.0	523.0	609.0	729.0	464.0	610.0	377.0
ENSMUSG00000040441.11	Slc26a10	protein_coding	2	13.0	32.0	16.0	20.0	41.0	19.0	20.0	29.0	11.0
ENSMUSG00000040446.4	Rprd1a	protein_coding	2	1392.0	3525.0	2998.0	3040.0	3891.0	4972.0	2848.0	3630.0	1702.0
ENSMUSG00000040447.15	Spns2	protein_coding	2	212.0	523.0	470.0	472.0	647.0	541.0	316.0	484.0	203.0
ENSMUSG00000040451.18	Sgms1	protein_coding	2	158.0	463.0	484.0	407.0	501.0	1040.0	510.0	707.0	445.0
ENSMUSG00000040452.9	Cdh12	protein_coding	2	40.0	190.0	170.0	187.0	158.0	168.0	68.0	116.0	76.0
ENSMUSG00000040455.17	Usp45	protein_coding	2	574.0	1544.0	1284.0	1418.0	1818.0	2305.0	1300.0	1648.0	731.0
ENSMUSG00000040456.2	Hypm	protein_coding	2	2.0	12.0	5.0	2.0	6.0	0.0	6.0	7.0	1.0
ENSMUSG00000040459.11	Arglu1	protein_coding	2	3330.0	8174.0	7203.0	7370.0	9747.0	10854.0	6567.0	7960.0	3887.0
ENSMUSG00000040462.13	Os9	protein_coding	2	950.0	2750.0	2558.0	2584.0	3043.0	2850.0	1833.0	2502.0	1139.0
ENSMUSG00000040463.16	Mybbp1a	protein_coding	2	1827.0	4629.0	3947.0	4311.0	5430.0	7779.0	4629.0	5601.0	3092.0
ENSMUSG00000040464.15	Gtpbp10	protein_coding	2	511.07	1405.87	1247.87	1246.97	1552.55	2455.31	1246.43	1576.67	863.56
ENSMUSG00000040466.16	Blvrb	protein_coding	1	172.0	264.0	212.0	187.0	307.0	258.0	199.0	279.0	98.0
ENSMUSG00000040467.1	4921522P10Rik	lncRNA	2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	5.0
ENSMUSG00000040471.17	Ggt6	protein_coding	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000040472.15	Rabggta	protein_coding	2	242.0	577.0	549.0	571.0	688.0	680.0	462.0	598.0	294.0
ENSMUSG00000040473.15	Cfap69	protein_coding	1	159.0	389.0	325.0	305.0	353.0	437.0	338.0	431.0	237.0
ENSMUSG00000040478.14	Prdm13	protein_coding	2	12.0	43.0	41.0	36.0	50.0	50.0	22.0	16.0	0.0
ENSMUSG00000040479.11	Dgkz	protein_coding	2	569.0	1587.0	1348.0	1393.0	1771.0	1823.0	1219.0	1552.0	716.0
ENSMUSG00000040481.17	Bptf	protein_coding	2	3289.0	9016.0	7786.0	7949.0	10025.0	10457.0	6782.0	8591.0	3841.0
ENSMUSG00000040482.16	Dxo	protein_coding	2	298.0	705.0	616.0	610.0	846.0	868.0	649.0	719.0	318.0
ENSMUSG00000040483.15	Xaf1	protein_coding	2	17.0	14.0	23.0	19.0	42.0	22.0	22.0	26.0	17.0
ENSMUSG00000040485.5	Lrrc52	protein_coding	2	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000040488.17	Ltbp4	protein_coding	2	201.0	705.0	564.0	656.0	718.0	629.0	429.0	591.0	283.0
ENSMUSG00000040489.5	Sox30	protein_coding	2	9.0	15.0	12.0	13.0	29.0	21.0	12.0	11.0	9.0
ENSMUSG00000040490.4	Lrfn2	protein_coding	2	56.0	157.0	179.0	165.0	201.0	170.0	105.0	122.0	68.0
ENSMUSG00000040495.4	Chrm4	protein_coding	2	10.0	23.0	19.0	23.0	18.0	25.0	12.0	21.0	7.0
ENSMUSG00000040498.7	Igsf23	protein_coding	2	0.0	1.0	0.0	2.0	0.0	1.0	0.0	2.0	0.0
ENSMUSG00000040502.5	March9	protein_coding	2	454.0	1209.0	1028.0	1103.0	1517.0	1486.0	883.0	1214.0	524.0
ENSMUSG00000040505.13	Abcg5	protein_coding	2	43.0	143.0	104.0	65.0	55.0	98.0	71.0	91.0	39.0
ENSMUSG00000040506.16	Ambra1	protein_coding	2	959.0	2441.0	2171.0	2258.0	2763.0	2788.0	1908.0	2437.0	1003.0
ENSMUSG00000040511.14	Pvr	protein_coding	2	50.0	167.0	155.0	172.0	161.0	228.0	103.0	178.0	76.0
ENSMUSG00000040514.6	Tex47	protein_coding	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000040520.7	Manea	protein_coding	2	682.0	1736.0	1516.0	1512.0	1971.0	2815.0	1482.0	1930.0	913.0
ENSMUSG00000040521.11	Tsfm	protein_coding	2	245.0	629.0	549.0	540.0	727.0	930.0	635.0	715.0	342.0
ENSMUSG00000040522.5	Tlr8	protein_coding	2	1.0	5.0	4.0	2.0	9.0	9.0	8.0	8.0	3.0
ENSMUSG00000040524.9	Zfp609	protein_coding	2	921.0	2564.0	2305.0	2462.0	2890.0	2907.0	1954.0	2451.0	1142.0
ENSMUSG00000040525.13	Cblc	protein_coding	1	3.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0
ENSMUSG00000040528.15	Milr1	protein_coding	1	9.0	24.0	11.0	10.0	18.0	32.0	8.0	12.0	12.0
ENSMUSG00000040532.14	Abhd11	protein_coding	2	168.0	466.0	396.0	441.0	584.0	592.0	409.0	520.0	269.0
ENSMUSG00000040533.7	Matn1	protein_coding	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000040536.15	Necab1	protein_coding	2	25.0	52.0	59.0	58.0	44.0	59.0	48.0	38.0	17.0
ENSMUSG00000040537.17	Adam22	protein_coding	2	1067.0	3344.0	2973.0	3002.0	3322.0	3993.0	2169.0	2856.0	1271.0
ENSMUSG00000040540.6	Gm9770	processed_pseudogene	1	62.23	164.84	91.9	114.39	181.43	208.05	140.82	146.36	57.24
ENSMUSG00000040541.8	Tmem225	protein_coding	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000040543.16	Pitpnm3	protein_coding	2	20.0	69.0	66.0	66.0	75.0	32.0	24.0	46.0	17.0
ENSMUSG00000040548.16	Tex2	protein_coding	2	396.0	1176.0	1030.0	1029.0	1288.0	1527.0	852.0	1066.0	535.0
ENSMUSG00000040549.16	Ckap5	protein_coding	2	6969.0	18951.47	15197.0	16074.34	21334.0	28400.0	15442.54	18983.0	9187.0
ENSMUSG00000040550.17	Otud6b	protein_coding	2	693.0	1870.91	1522.87	1600.96	2119.82	2909.69	1585.97	2153.9	1023.94
ENSMUSG00000040552.8	C3ar1	protein_coding	2	22.0	76.0	57.0	43.0	112.0	141.0	83.0	116.0	62.0
ENSMUSG00000040554.10	Aipl1	protein_coding	2	3.0	7.0	1.0	8.0	6.0	14.0	6.0	5.0	2.0
ENSMUSG00000040557.14	Mettl27	protein_coding	2	35.0	131.0	96.0	109.0	147.0	108.0	64.0	89.0	42.0
ENSMUSG00000040560.10	Wdr7	protein_coding	2	1482.0	4030.0	3475.0	3518.0	4545.0	4806.0	2625.0	3733.0	1557.0
ENSMUSG00000040562.12	Gstm2	protein_coding	2	21.0	37.0	41.0	30.0	63.0	58.0	48.0	57.0	25.0
ENSMUSG00000040563.13	Plppr2	protein_coding	2	282.0	823.0	801.0	795.0	967.0	804.0	520.0	700.0	303.0
ENSMUSG00000040564.14	Apoc1	protein_coding	2	2.0	6.0	13.0	3.0	3.0	6.0	10.0	11.0	2.0
ENSMUSG00000040565.8	Btaf1	protein_coding	2	1606.0	4276.0	3619.0	3810.0	4881.0	7572.0	3995.0	5018.0	2634.0
ENSMUSG00000040569.13	Slc26a7	protein_coding	2	14.0	88.0	91.0	72.0	43.0	98.0	44.0	69.0	30.0
ENSMUSG00000040570.14	Rundc3b	protein_coding	2	480.0	1384.0	1156.0	1207.0	1613.0	1591.0	815.0	1305.0	595.0
ENSMUSG00000040576.8	Tmem270	protein_coding	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
ENSMUSG00000040583.8	Cyp2b13	protein_coding	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000040584.8	Abcb1a	protein_coding	2	53.48	129.75	109.14	126.97	160.2	117.02	109.29	118.19	34.36
ENSMUSG00000040586.8	Ofd1	protein_coding	2	338.0	919.0	823.0	825.0	962.0	1043.0	765.0	840.0	419.0
ENSMUSG00000040591.18	1110051M20Rik	protein_coding	2	524.0	1578.0	1401.0	1503.0	1826.0	2103.0	1129.0	1640.0	794.0
ENSMUSG00000040592.11	Cd79b	protein_coding	2	2.0	9.0	8.0	8.0	8.0	5.0	10.0	13.0	3.0
ENSMUSG00000040594.19	Ranbp17	protein_coding	2	271.0	625.0	569.0	595.0	662.0	784.0	575.0	632.0	312.0
ENSMUSG00000040596.15	Pogk	protein_coding	2	3180.0	8476.0	6971.0	7427.0	9654.0	11146.0	6433.0	8056.0	3604.0
ENSMUSG00000040599.13	Mis12	protein_coding	2	785.0	2086.0	1663.0	1786.0	2391.0	3056.0	1783.0	2088.0	1000.0
ENSMUSG00000040600.9	Eps8l3	protein_coding	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000040601.13	Nlrp4a	protein_coding	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000040605.7	Bace2	protein_coding	2	7.0	30.0	19.0	41.0	36.0	61.0	27.0	34.0	19.0
ENSMUSG00000040606.13	Kazn	protein_coding	2	743.0	1963.0	1772.0	1838.0	2217.0	2659.0	1574.0	1994.0	947.0
ENSMUSG00000040610.7	Tlx3	protein_coding	2	0.0	1.0	0.0	2.0	1.0	1.0	4.0	3.0	2.0
ENSMUSG00000040612.13	Ildr2	protein_coding	1	1565.0	3143.0	2540.0	2394.0	3928.0	6897.0	4473.0	4922.0	2131.0
ENSMUSG00000040613.14	Apobec1	protein_coding	2	33.0	59.0	85.0	100.0	82.0	111.0	58.0	82.0	54.0
ENSMUSG00000040614.14	Nlrp9c	protein_coding	2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ENSMUSG00000040616.3	Tmem51	protein_coding	2	23.0	44.0	53.0	42.0	77.0	64.0	54.0	66.0	19.0
ENSMUSG00000040618.7	Pck2	protein_coding	2	186.0	494.0	463.0	431.0	570.0	1078.0	473.0	620.0	456.0
ENSMUSG00000040620.15	Dhx33	protein_coding	1	815.0	2036.98	1764.0	1874.0	2216.0	3000.0	1770.97	2231.98	1173.0
ENSMUSG00000040621.14	Gemin8	protein_coding	2	109.0	260.0	252.0	269.0	315.0	412.0	299.97	321.0	144.0
ENSMUSG00000040624.17	Plekhg1	protein_coding	1	436.0	908.0	808.0	772.0	1163.0	1060.0	925.0	1030.0	373.0
ENSMUSG00000040627.14	Aicda	protein_coding	1	1.0	1.0	2.0	7.0	9.0	6.0	1.0	1.0	5.0
ENSMUSG00000040629.8	Mael	protein_coding	2	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000040631.8	Dok4	protein_coding	2	404.0	1270.0	1094.0	1056.0	1294.0	1292.0	806.0	1048.0	506.0
ENSMUSG00000040632.16	Nrl	protein_coding	2	2.0	1.0	2.0	2.0	4.0	11.0	0.0	3.0	4.0
ENSMUSG00000040640.11	Erc2	protein_coding	2	850.0	2724.0	2593.0	2486.0	2736.0	3013.0	1657.0	2303.0	1102.0
ENSMUSG00000040648.14	Ppip5k2	protein_coding	2	2385.0	6810.0	5807.0	5942.0	7492.0	8789.0	5095.0	6304.0	2941.0
ENSMUSG00000040649.15	Rimklb	protein_coding	2	2163.0	6411.0	5550.0	5723.0	6781.0	7669.0	4535.0	5640.0	2885.0
ENSMUSG00000040650.8	Cyp2b23	protein_coding	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000040651.9	Tasor	protein_coding	2	1859.0	5299.0	4709.0	4870.0	5683.0	6856.0	3720.0	4674.0	2220.0
ENSMUSG00000040652.16	Oaz2	protein_coding	2	1346.0	3306.5	2993.55	2915.83	4096.58	4055.67	2518.95	3338.14	1350.94
ENSMUSG00000040653.6	Ppp1r14c	protein_coding	2	26.0	188.0	181.0	181.0	180.0	169.0	79.0	84.0	100.0
ENSMUSG00000040657.3	1700063H04Rik	lncRNA	2	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
ENSMUSG00000040658.7	Dnph1	protein_coding	2	197.0	450.0	369.0	358.0	539.0	690.0	430.0	530.0	242.0
ENSMUSG00000040659.3	Efhd2	protein_coding	2	473.0	1409.0	1221.0	1182.0	1501.0	1787.0	1123.0	1215.0	626.0
ENSMUSG00000040660.6	Cyp2b9	protein_coding	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000040661.6	Rad54l2	protein_coding	2	1757.0	4643.0	3751.0	4105.0	5497.0	5537.0	3452.0	4326.0	1747.0
ENSMUSG00000040663.9	Clcf1	protein_coding	2	7.0	22.0	28.0	23.0	39.0	37.0	32.0	33.0	12.0
ENSMUSG00000040666.19	Sh3bgr	protein_coding	2	9.0	8.0	10.0	5.0	7.0	14.0	12.0	8.0	3.0
ENSMUSG00000040667.11	Nup88	protein_coding	2	1610.0	4300.0	3759.0	3921.0	5059.0	6131.0	3541.0	4513.0	2128.0
ENSMUSG00000040669.14	Phc1	protein_coding	2	800.0	2144.0	1810.0	1845.0	2349.0	2324.0	1666.0	1931.0	920.0
ENSMUSG00000040675.17	Mthfd1l	protein_coding	2	247.0	513.0	441.0	508.0	594.0	1041.0	690.0	845.0	443.0
ENSMUSG00000040680.9	Kremen2	protein_coding	2	2.0	5.0	3.0	5.0	9.0	5.0	8.0	5.0	0.0
ENSMUSG00000040681.16	Hmgn1	protein_coding	2	5434.81	13669.68	11734.43	11708.63	15909.22	21353.26	12188.5	15080.65	7085.53
ENSMUSG00000040687.16	Madd	protein_coding	1	933.0	2737.0	2412.0	2582.0	3046.0	2785.0	1612.0	2228.0	944.0
ENSMUSG00000040688.16	Tbl3	protein_coding	2	692.0	1926.0	1776.0	1768.0	2146.0	2629.0	1614.0	2034.0	1012.0
ENSMUSG00000040690.15	Col16a1	protein_coding	2	91.0	268.0	254.0	271.0	313.0	238.0	210.0	245.0	166.0
ENSMUSG00000040693.7	Slco4c1	protein_coding	2	2.0	1.0	10.0	2.0	8.0	1.0	2.0	2.0	12.0
ENSMUSG00000040694.4	Apobec2	protein_coding	2	3.0	10.0	3.0	4.0	3.0	4.0	1.0	6.0	1.0
ENSMUSG00000040697.10	Dnajc16	protein_coding	2	381.0	1026.0	838.0	917.0	1076.0	1160.0	707.0	956.0	451.0
ENSMUSG00000040699.13	Limd2	protein_coding	2	984.0	2581.0	2250.0	2329.0	2984.0	2969.0	2135.0	2525.0	1086.0
ENSMUSG00000040701.16	Ap1g2	protein_coding	2	58.0	144.0	116.0	108.0	153.0	188.0	127.0	143.0	69.0
ENSMUSG00000040703.11	Cyp2s1	protein_coding	2	8.0	9.0	7.0	15.0	15.0	4.0	3.0	14.0	4.0
ENSMUSG00000040705.2	A930016O22Rik	lncRNA	2	0.0	0.0	2.0	0.0	2.0	2.0	0.0	3.0	0.0
ENSMUSG00000040706.4	Agmat	protein_coding	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000040710.10	St8sia4	protein_coding	2	1358.0	4238.0	3581.0	3818.0	3820.0	4144.0	1998.0	2848.0	1008.0
ENSMUSG00000040711.7	Sh3pxd2b	protein_coding	2	1241.0	2894.0	2570.0	2605.0	3550.0	3805.0	2559.0	3222.0	1387.0
ENSMUSG00000040712.16	Camta2	protein_coding	2	140.0	335.0	272.0	293.0	325.0	296.0	215.0	260.0	127.0
ENSMUSG00000040713.12	Creg1	protein_coding	2	283.0	412.0	314.0	305.0	456.0	512.0	385.0	429.0	146.0
