geneID	geneSymbol	bioType	annotationLevel	SRR7850870	SRR7850871	SRR7850872	SRR7850873	SRR7850874	SRR7850875	SRR7850876	SRR7850877	SRR7850878
ENSMUSG00000000001.4	Gnai3	protein_coding	2	3025.0	7826.0	6391.0	6543.0	9357.0	12412.0	6901.0	8504.0	4152.0
ENSMUSG00000000003.15	Pbsn	protein_coding	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000000028.15	Cdc45	protein_coding	2	421.0	1080.0	818.0	929.0	1230.0	1529.0	922.0	1152.0	524.0
ENSMUSG00000000031.16	H19	lncRNA	2	2963.0	5606.0	5421.0	4733.0	10706.0	12039.0	9791.0	9543.0	4193.0
ENSMUSG00000000037.17	Scml2	protein_coding	1	123.0	303.0	262.0	304.0	352.0	431.0	269.0	331.0	146.0
ENSMUSG00000000049.11	Apoh	protein_coding	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0
ENSMUSG00000000056.7	Narf	protein_coding	2	1415.0	3742.0	3337.0	3465.0	4786.0	4803.0	2759.0	3432.0	1524.0
ENSMUSG00000000058.6	Cav2	protein_coding	2	90.0	211.0	168.0	176.0	218.0	298.0	172.0	196.0	130.0
ENSMUSG00000000078.7	Klf6	protein_coding	2	726.0	1861.0	1619.0	1647.0	2427.0	4389.0	2094.0	2747.0	1849.0
ENSMUSG00000000085.16	Scmh1	protein_coding	2	345.0	1001.0	865.0	921.0	948.0	933.0	608.0	847.0	337.0
ENSMUSG00000000088.7	Cox5a	protein_coding	2	903.0	2601.0	2225.0	2251.0	2914.0	3354.0	2033.0	2473.0	1304.0
ENSMUSG00000000093.6	Tbx2	protein_coding	2	42.0	87.0	85.0	66.0	139.0	117.0	75.0	90.0	45.0
ENSMUSG00000000094.12	Tbx4	protein_coding	2	2.0	6.0	4.0	4.0	5.0	17.0	4.0	5.0	2.0
ENSMUSG00000000103.12	Zfy2	protein_coding	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000000120.6	Ngfr	protein_coding	2	162.0	274.0	364.0	242.0	451.0	343.0	291.0	392.0	111.0
ENSMUSG00000000125.5	Wnt3	protein_coding	2	7.0	26.0	25.0	20.0	29.0	32.0	19.0	19.0	11.0
ENSMUSG00000000126.11	Wnt9a	protein_coding	2	93.0	187.0	133.0	133.0	214.0	325.0	253.0	324.0	154.0
ENSMUSG00000000127.15	Fer	protein_coding	2	549.0	1585.0	1274.0	1354.0	1595.0	1959.0	1156.0	1542.0	697.0
ENSMUSG00000000131.15	Xpo6	protein_coding	1	1496.0	3910.0	3407.0	3745.0	4538.0	5072.0	3082.0	4043.0	1917.0
ENSMUSG00000000134.17	Tfe3	protein_coding	2	301.0	742.0	660.0	728.0	929.0	998.0	683.0	828.0	342.0
ENSMUSG00000000142.15	Axin2	protein_coding	2	804.0	1741.0	1403.0	1464.0	1931.0	1723.0	1504.0	1713.0	633.0
ENSMUSG00000000148.17	Brat1	protein_coding	2	314.0	929.0	784.0	866.0	982.0	1030.0	719.0	939.0	397.0
ENSMUSG00000000149.10	Gna12	protein_coding	2	1443.0	4064.0	3499.0	3624.0	4856.0	5026.0	3082.0	3796.0	1851.0
ENSMUSG00000000154.16	Slc22a18	protein_coding	2	2.0	4.0	3.0	3.0	2.0	5.0	3.0	0.0	1.0
ENSMUSG00000000157.16	Itgb2l	protein_coding	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
ENSMUSG00000000159.16	Igsf5	protein_coding	2	0.0	1.0	0.0	0.0	3.0	3.0	2.0	3.0	0.0
ENSMUSG00000000167.14	Pih1d2	protein_coding	2	36.0	118.0	94.0	61.0	82.0	159.0	77.0	128.0	66.0
ENSMUSG00000000168.9	Dlat	protein_coding	2	611.0	1599.0	1497.0	1321.0	1926.0	2468.0	1410.0	1685.0	765.0
ENSMUSG00000000171.5	Sdhd	protein_coding	2	821.0	2110.0	1788.0	1923.0	2639.0	2881.0	1826.0	2286.0	1142.0
ENSMUSG00000000182.9	Fgf23	protein_coding	2	0.0	1.0	1.0	0.0	1.0	1.0	2.0	1.0	4.0
ENSMUSG00000000183.6	Fgf6	protein_coding	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
ENSMUSG00000000184.12	Ccnd2	protein_coding	2	10867.0	36992.0	30753.0	33423.0	38654.0	52644.0	26399.0	36194.0	19007.0
ENSMUSG00000000194.13	Gpr107	protein_coding	1	980.0	2760.0	2439.0	2459.0	2937.0	3591.0	2184.0	2693.0	1318.0
ENSMUSG00000000197.8	Nalcn	protein_coding	2	381.0	1001.0	941.0	830.0	1145.0	1024.0	637.0	823.0	283.0
ENSMUSG00000000202.9	Btbd17	protein_coding	2	258.0	725.0	613.0	599.0	779.0	592.0	429.0	496.0	151.0
ENSMUSG00000000204.16	Slfn4	protein_coding	2	1.0	3.0	1.0	0.0	4.0	2.0	0.0	2.0	1.0
ENSMUSG00000000214.11	Th	protein_coding	2	73.0	90.0	63.0	62.0	191.0	174.0	141.0	161.0	45.0
ENSMUSG00000000215.11	Ins2	protein_coding	2	0.0	3.0	2.0	1.0	0.0	1.0	0.0	1.0	0.0
ENSMUSG00000000216.8	Scnn1g	protein_coding	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000000223.13	Drp2	protein_coding	2	433.0	1317.0	1218.0	1058.0	1376.0	1333.0	769.0	1034.0	444.0
ENSMUSG00000000244.17	Tspan32	protein_coding	2	17.0	13.0	4.0	17.0	41.0	21.0	43.0	28.0	2.0
ENSMUSG00000000247.11	Lhx2	protein_coding	2	2271.0	5862.0	4961.0	5478.0	6901.0	7934.0	4270.0	5663.0	2778.0
ENSMUSG00000000248.16	Clec2g	protein_coding	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
ENSMUSG00000000253.13	Gmpr	protein_coding	1	77.0	184.0	161.0	157.0	227.0	177.0	137.0	178.0	68.0
ENSMUSG00000000263.15	Glra1	protein_coding	2	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000000266.11	Mid2	protein_coding	1	100.0	238.0	213.0	198.0	324.0	409.0	219.0	294.0	166.0
ENSMUSG00000000275.16	Trim25	protein_coding	2	72.0	166.0	178.0	176.0	272.0	205.0	138.0	171.0	90.0
ENSMUSG00000000276.11	Dgke	protein_coding	2	500.0	1791.0	1733.0	1602.0	1674.0	1954.0	1022.0	1377.0	793.0
ENSMUSG00000000278.10	Scpep1	protein_coding	2	299.0	729.0	638.0	630.0	853.0	1265.0	725.0	794.0	459.0
ENSMUSG00000000282.12	Mnt	protein_coding	2	228.0	610.0	497.0	525.0	729.0	604.0	409.0	498.0	235.0
ENSMUSG00000000290.13	Itgb2	protein_coding	2	21.0	35.0	23.0	20.0	27.0	37.0	34.0	32.0	29.0
ENSMUSG00000000295.13	Hddc2	protein_coding	2	224.0	502.0	495.0	508.0	597.0	685.0	439.0	448.0	264.0
ENSMUSG00000000296.8	Tpd52l1	protein_coding	2	33.0	73.0	60.0	64.0	81.0	77.0	77.0	90.0	43.0
ENSMUSG00000000301.16	Pemt	protein_coding	2	17.0	35.0	40.0	30.0	54.0	48.0	30.0	47.0	22.0
ENSMUSG00000000303.12	Cdh1	protein_coding	2	29.0	41.0	46.0	26.0	43.0	20.0	30.0	22.0	47.0
ENSMUSG00000000305.12	Cdh4	protein_coding	2	860.0	2607.0	2066.0	2352.0	2706.0	2196.0	1561.0	1986.0	832.0
ENSMUSG00000000308.14	Ckmt1	protein_coding	2	39.0	94.0	85.0	105.0	123.0	117.0	62.0	88.0	77.0
ENSMUSG00000000317.11	Bcl6b	protein_coding	2	70.0	162.0	143.0	124.0	240.0	212.0	165.0	180.0	69.0
ENSMUSG00000000318.16	Clec10a	protein_coding	2	0.0	10.0	6.0	9.0	15.0	1.0	10.0	1.0	1.0
ENSMUSG00000000320.10	Alox12	protein_coding	2	12.0	25.0	19.0	17.0	28.0	29.0	34.0	31.0	9.0
ENSMUSG00000000325.16	Arvcf	protein_coding	2	2032.0	4906.0	4232.0	4574.0	6366.0	8196.0	5060.0	6473.0	3190.0
ENSMUSG00000000326.13	Comt	protein_coding	2	282.0	741.0	679.0	667.0	819.0	1148.0	641.0	860.0	458.0
ENSMUSG00000000339.14	Rtca	protein_coding	2	432.0	1357.0	1110.0	1128.0	1534.0	1928.0	1116.0	1470.0	648.0
ENSMUSG00000000340.10	Dbt	protein_coding	2	307.0	858.0	642.0	675.0	864.0	1127.0	652.0	702.0	452.0
ENSMUSG00000000346.9	Dazap2	protein_coding	2	1085.93	2761.63	2554.75	2356.76	3202.72	3866.82	2293.68	2716.64	1411.7
ENSMUSG00000000355.13	Mcts1	protein_coding	2	273.0	766.0	659.0	655.0	747.0	972.0	576.0	700.0	375.0
ENSMUSG00000000359.3	Rem1	protein_coding	2	1.0	0.0	4.0	3.0	1.0	1.0	2.0	2.0	1.0
ENSMUSG00000000365.9	Rnf17	protein_coding	2	6.0	36.0	21.0	30.0	40.0	43.0	25.0	33.0	22.0
ENSMUSG00000000374.8	Trappc10	protein_coding	2	1079.0	3089.0	2733.0	2708.0	3513.0	3869.0	2248.0	2863.0	1362.0
ENSMUSG00000000378.15	Ccm2	protein_coding	2	359.0	930.0	845.0	869.0	1079.0	1242.0	807.0	937.0	414.0
ENSMUSG00000000381.10	Wap	protein_coding	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000000384.15	Tbrg4	protein_coding	2	392.5	944.11	810.96	835.12	1093.03	1408.62	930.15	1154.91	553.49
ENSMUSG00000000385.8	Tmprss2	protein_coding	2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0
ENSMUSG00000000386.16	Mx1	polymorphic_pseudogene	2	4.0	3.0	10.0	7.0	19.0	7.0	1.0	2.0	7.0
ENSMUSG00000000392.17	Fap	protein_coding	2	11.0	17.0	29.0	15.0	22.0	22.0	41.0	33.0	20.0
ENSMUSG00000000394.15	Gcg	protein_coding	2	2.0	19.0	12.0	12.0	8.0	18.0	7.0	7.0	4.0
ENSMUSG00000000399.10	Ndufa9	protein_coding	2	801.0	1946.0	1735.0	1861.0	2294.0	2825.0	1758.0	2142.0	1025.0
ENSMUSG00000000402.2	Egfl6	protein_coding	2	11.0	45.0	47.0	51.0	84.0	49.0	83.0	45.0	37.0
ENSMUSG00000000409.14	Lck	protein_coding	2	41.0	112.0	80.0	93.0	167.0	167.0	114.0	124.0	86.0
ENSMUSG00000000411.7	Tssk3	protein_coding	2	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
ENSMUSG00000000416.16	Cttnbp2	protein_coding	2	526.0	2103.0	2169.0	2117.0	1519.0	1440.0	735.0	1028.0	718.0
ENSMUSG00000000420.15	Galnt1	protein_coding	2	1628.0	3954.0	3350.0	3268.0	4625.0	6180.0	3793.0	4461.0	2184.0
ENSMUSG00000000435.1	Myf5	protein_coding	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000000439.9	Mkrn2	protein_coding	2	505.0	1422.0	1242.0	1275.0	1612.0	1762.0	987.0	1355.0	704.0
ENSMUSG00000000440.12	Pparg	protein_coding	2	0.0	0.0	2.0	8.0	4.0	5.0	3.0	3.0	2.0
ENSMUSG00000000441.17	Raf1	protein_coding	2	2852.0	7073.0	6286.0	6474.0	8037.0	8843.0	5603.0	7030.0	3154.0
ENSMUSG00000000486.13	Sept1	protein_coding	2	94.0	227.0	188.0	170.0	244.0	275.0	179.0	237.0	95.0
ENSMUSG00000000489.7	Pdgfb	protein_coding	2	94.0	188.0	134.0	142.0	232.0	489.0	183.0	284.0	287.0
ENSMUSG00000000530.16	Acvrl1	protein_coding	2	112.0	305.0	256.0	236.0	405.0	330.0	288.0	385.0	106.0
ENSMUSG00000000531.5	Grasp	protein_coding	2	73.0	129.0	116.0	117.0	200.0	208.0	177.0	161.0	79.0
ENSMUSG00000000532.11	Acvr1b	protein_coding	2	1194.0	3448.0	2908.0	2974.0	3705.0	3944.0	2224.0	2797.0	1324.0
ENSMUSG00000000538.18	Tom1l2	protein_coding	2	429.0	1475.0	1243.0	1296.0	1387.0	1452.0	775.0	1169.0	540.0
ENSMUSG00000000544.14	Gpa33	protein_coding	2	21.0	14.0	8.0	16.0	10.0	19.0	9.0	9.0	18.0
ENSMUSG00000000552.10	Zfp385a	protein_coding	2	64.0	200.0	180.0	167.0	270.0	243.0	170.0	201.0	120.0
ENSMUSG00000000555.8	Itga5	protein_coding	2	168.0	474.0	360.0	395.0	630.0	730.0	470.0	621.0	280.0
ENSMUSG00000000560.9	Gabra2	protein_coding	2	302.0	1479.0	1407.0	1320.0	1177.0	1806.0	682.0	1086.0	798.0
ENSMUSG00000000561.14	Wdr77	protein_coding	2	1454.69	3590.91	2792.35	3044.21	4064.53	5781.68	3191.14	3990.23	1940.92
ENSMUSG00000000562.5	Adora3	protein_coding	2	1.0	3.0	2.0	4.0	3.0	4.0	0.0	1.0	1.0
ENSMUSG00000000563.17	Atp5f1	protein_coding	2	2710.93	7128.81	5998.58	6121.97	7968.87	9970.03	5708.57	7332.43	3297.11
ENSMUSG00000000567.5	Sox9	protein_coding	2	563.0	1205.0	1133.0	1179.0	1610.0	1494.0	1149.0	1085.0	492.0
ENSMUSG00000000568.15	Hnrnpd	protein_coding	2	1867.0	5092.0	4334.0	4554.0	5566.0	6588.0	4225.0	4925.0	2563.0
ENSMUSG00000000579.14	Dynlt1c	protein_coding	2	504.12	977.26	1213.98	1217.99	1558.15	1463.42	562.04	1188.2	592.35
ENSMUSG00000000581.8	C1d	protein_coding	2	629.0	1752.0	1527.0	1496.0	1942.0	2342.0	1328.0	1712.0	756.0
ENSMUSG00000000594.7	Gm2a	protein_coding	2	167.0	576.0	507.0	453.0	551.0	547.0	335.0	441.0	218.0
ENSMUSG00000000600.15	Krit1	protein_coding	2	1626.0	4635.0	4092.0	4318.0	4762.0	5959.0	3488.0	4458.0	1981.0
ENSMUSG00000000605.9	Clcn4	protein_coding	2	1730.0	5341.0	4725.0	4697.0	5696.0	6231.0	3468.0	4733.0	2172.0
ENSMUSG00000000606.18	Vmn2r88	protein_coding	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000000617.14	Grm6	protein_coding	2	2.0	1.0	2.0	0.0	1.0	4.0	2.0	4.0	1.0
ENSMUSG00000000627.15	Sema4f	protein_coding	2	98.0	300.0	293.0	261.0	312.0	237.0	177.0	260.0	111.0
ENSMUSG00000000628.10	Hk2	protein_coding	1	620.0	1616.0	1232.0	1416.0	2165.0	3937.0	2033.0	2280.0	1430.0
ENSMUSG00000000631.20	Myo18a	protein_coding	1	1658.0	5156.0	4469.0	4464.0	5693.0	5339.0	3387.0	4482.0	1841.0
ENSMUSG00000000632.13	Sez6	protein_coding	2	717.0	4054.0	3611.0	3937.0	2830.0	2133.0	1064.0	1821.0	1189.0
ENSMUSG00000000673.9	Haao	protein_coding	2	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0
ENSMUSG00000000682.7	Cd52	protein_coding	2	2.0	17.0	23.0	15.0	17.0	16.0	28.0	22.0	19.0
ENSMUSG00000000686.11	Abhd15	protein_coding	2	24.0	61.0	48.0	65.0	78.0	77.0	30.0	55.0	24.0
ENSMUSG00000000690.5	Hoxb6	protein_coding	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000000693.10	Loxl3	protein_coding	2	93.0	275.0	246.0	247.0	312.0	394.0	302.0	315.0	152.0
ENSMUSG00000000701.8	Tcl1b5	protein_coding	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
ENSMUSG00000000706.16	Btn1a1	protein_coding	2	2.0	2.0	4.0	3.0	10.0	1.0	1.0	1.0	1.0
ENSMUSG00000000708.14	Kat2b	protein_coding	1	477.0	1291.0	1204.0	1329.0	1408.0	1614.99	904.99	1169.0	652.0
ENSMUSG00000000711.3	Rab5b	protein_coding	2	1394.05	3645.19	3266.09	3251.1	4181.75	4695.09	2628.94	3358.33	1547.41
ENSMUSG00000000724.10	Cryba1	protein_coding	2	2.0	4.0	4.0	1.0	0.0	6.0	9.0	5.0	1.0
ENSMUSG00000000730.13	Dnmt3l	protein_coding	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000000731.15	Aire	protein_coding	2	0.0	4.0	3.0	1.0	2.0	5.0	1.0	5.0	7.0
ENSMUSG00000000732.9	Icosl	protein_coding	2	26.0	31.0	26.0	37.0	62.0	56.0	37.0	68.0	18.0
ENSMUSG00000000738.18	Spg7	protein_coding	1	591.0	1520.0	1473.0	1357.0	1888.0	1763.0	1237.0	1522.0	672.0
ENSMUSG00000000739.14	Sult5a1	protein_coding	2	1.0	2.0	10.0	3.0	15.0	5.0	12.0	6.0	0.0
ENSMUSG00000000740.12	Rpl13	protein_coding	2	5836.53	15270.42	13462.52	13927.93	17352.92	21270.33	13391.6	16799.94	8574.27
ENSMUSG00000000743.9	Chmp1a	protein_coding	2	1071.0	2989.9	2648.84	2559.96	3173.93	3524.82	2089.86	2674.98	1330.88
ENSMUSG00000000751.13	Rpa1	protein_coding	2	1522.0	3771.0	3029.0	3287.0	4375.0	5277.0	3425.0	4039.0	1830.0
ENSMUSG00000000753.15	Serpinf1	protein_coding	2	93.0	203.0	193.0	191.0	259.0	237.0	258.0	280.0	94.0
ENSMUSG00000000759.14	Tubgcp3	protein_coding	2	1107.0	2748.0	2360.0	2450.0	3120.0	3630.0	2205.0	2739.0	1332.0
ENSMUSG00000000766.18	Oprm1	protein_coding	2	22.0	76.0	61.0	69.0	86.0	70.0	32.0	60.0	24.0
ENSMUSG00000000776.13	Polr3d	protein_coding	2	302.0	869.0	696.0	754.0	902.0	1349.0	776.0	1002.0	522.0
ENSMUSG00000000782.15	Tcf7	protein_coding	2	48.0	125.0	101.0	106.0	145.0	113.0	103.0	137.0	35.0
ENSMUSG00000000787.12	Ddx3x	protein_coding	2	9208.0	27540.0	24099.0	20863.0	27855.0	41236.0	24147.0	24761.0	14942.0
ENSMUSG00000000791.9	Il12rb1	protein_coding	2	0.0	2.0	4.0	2.0	2.0	3.0	2.0	2.0	1.0
ENSMUSG00000000792.2	Slc5a5	protein_coding	2	2.0	13.0	8.0	7.0	23.0	16.0	21.0	18.0	11.0
ENSMUSG00000000794.9	Kcnn3	protein_coding	2	112.0	548.0	515.0	596.0	396.0	452.0	235.0	321.0	221.0
ENSMUSG00000000804.14	Usp32	protein_coding	1	954.0	2754.0	2355.0	2393.0	3106.0	3529.0	2001.0	2562.0	1221.0
ENSMUSG00000000805.18	Car4	protein_coding	2	5.0	15.0	8.0	10.0	16.0	10.0	4.0	13.0	2.0
ENSMUSG00000000811.13	Txnrd3	protein_coding	2	90.0	242.0	221.0	231.0	279.0	393.0	258.0	306.0	132.0
ENSMUSG00000000817.10	Fasl	protein_coding	2	2.0	11.0	6.0	8.0	6.0	5.0	2.0	5.0	2.0
ENSMUSG00000000823.16	Zfp512b	protein_coding	2	1392.0	4057.0	3743.0	3871.0	4511.0	4224.0	2825.0	3476.0	1580.0
ENSMUSG00000000826.16	Dnajc5	protein_coding	2	2548.0	7170.0	6243.0	6173.0	8158.0	9039.0	4981.0	6566.0	3071.0
ENSMUSG00000000827.18	Tpd52l2	protein_coding	2	959.0	2411.0	2080.79	2074.78	2762.0	3235.0	1983.0	2345.0	1170.0
ENSMUSG00000000838.17	Fmr1	protein_coding	2	1482.74	4158.43	3518.0	3612.0	4603.0	5820.37	3331.66	3816.88	1986.0
ENSMUSG00000000861.15	Bcl11a	protein_coding	2	2867.0	10361.0	9124.0	9945.0	9264.0	7356.0	5083.0	6951.0	2901.0
ENSMUSG00000000869.12	Il4	protein_coding	1	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000000876.11	Pxmp4	protein_coding	2	119.0	242.0	204.0	218.0	269.0	244.0	180.0	188.0	99.0
ENSMUSG00000000881.12	Dlg3	protein_coding	2	915.0	2695.0	2387.0	2504.0	2914.0	3313.0	1882.0	2389.0	1063.0
ENSMUSG00000000884.17	Gnb1l	protein_coding	1	82.0	175.15	170.0	177.27	206.34	233.19	171.25	207.0	99.31
ENSMUSG00000000889.8	Dbh	protein_coding	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000000901.17	Mmp11	protein_coding	2	197.0	446.0	495.0	473.0	688.0	711.0	434.0	645.0	285.0
ENSMUSG00000000902.13	Smarcb1	protein_coding	2	1647.0	4538.0	4074.62	4170.24	5286.13	5924.0	3650.0	4475.26	2096.0
ENSMUSG00000000903.3	Vpreb3	protein_coding	2	0.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
ENSMUSG00000000915.15	Hip1r	protein_coding	2	339.0	1191.98	1160.0	1171.0	1207.93	1158.0	688.97	905.0	488.0
ENSMUSG00000000916.15	Nsun5	protein_coding	2	202.0	586.0	508.0	543.0	624.0	705.0	435.0	592.0	273.0
ENSMUSG00000000934.9	Top1mt	protein_coding	2	61.0	146.0	145.0	182.0	201.0	251.0	161.0	207.0	107.0
ENSMUSG00000000938.11	Hoxa10	protein_coding	2	2.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	4.0
ENSMUSG00000000942.10	Hoxa4	protein_coding	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000000948.16	Gm38393	protein_coding	2	1289.66	3887.91	3431.74	3418.1	4081.95	4428.59	2263.36	3122.76	1305.89
ENSMUSG00000000957.11	Mmp14	protein_coding	2	867.0	2305.0	1931.0	2005.0	2406.0	2167.0	1501.0	1971.0	932.0
ENSMUSG00000000958.10	Slc7a7	protein_coding	2	50.0	129.0	100.0	97.0	151.0	229.0	117.0	155.0	62.0
ENSMUSG00000000959.7	Oxa1l	protein_coding	2	789.0	1915.0	1510.0	1600.0	2273.0	2481.0	1502.0	1843.0	859.0
ENSMUSG00000000976.13	Heatr6	protein_coding	2	779.0	1889.0	1668.0	1650.0	2186.0	2531.0	1357.0	1829.0	859.0
ENSMUSG00000000982.5	Ccl3	protein_coding	2	4.0	15.0	19.0	19.0	34.0	30.0	37.0	35.0	7.0
ENSMUSG00000000983.13	Wfdc18	protein_coding	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000001014.6	Icam4	protein_coding	2	8.0	5.0	3.0	3.0	13.0	8.0	14.0	22.0	2.0
ENSMUSG00000001016.12	Ilf2	protein_coding	2	3411.0	9089.0	7714.0	8046.0	10450.0	11835.0	6970.0	8805.0	4110.0
ENSMUSG00000001017.15	Chtop	protein_coding	1	3455.0	9133.0	7798.99	7751.0	10393.0	12437.0	6955.0	8796.0	4110.0
ENSMUSG00000001018.15	Snapin	protein_coding	2	304.0	817.0	752.0	694.0	928.0	1185.0	640.0	848.0	413.0
ENSMUSG00000001020.8	S100a4	protein_coding	2	81.0	24.0	60.0	47.0	22.0	41.0	36.0	15.0	76.0
ENSMUSG00000001021.13	S100a3	protein_coding	2	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
ENSMUSG00000001023.10	S100a5	protein_coding	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000001025.8	S100a6	protein_coding	2	223.0	200.0	237.0	193.0	166.0	237.0	172.0	165.0	298.0
ENSMUSG00000001027.7	Scn4a	protein_coding	2	0.0	4.0	0.0	0.0	0.0	1.0	2.0	3.0	1.0
ENSMUSG00000001029.15	Icam2	protein_coding	2	31.0	75.0	56.0	60.0	141.0	108.0	68.0	103.0	28.0
ENSMUSG00000001034.17	Mapk7	protein_coding	2	697.0	2038.0	1768.0	1900.0	2066.0	2333.0	1335.0	1644.0	863.0
ENSMUSG00000001036.17	Epn2	protein_coding	2	810.0	2113.0	2021.0	2074.0	2548.0	2984.0	1837.0	2305.0	1090.0
ENSMUSG00000001039.12	B9d1	protein_coding	2	245.0	542.0	416.0	420.0	671.0	725.0	575.0	670.0	275.0
ENSMUSG00000001052.15	Sec24b	protein_coding	2	454.0	1367.0	1138.0	1251.0	1383.0	1798.0	1115.0	1385.0	700.0
ENSMUSG00000001053.15	N4bp3	protein_coding	2	79.0	164.0	169.0	178.0	256.0	378.0	246.0	263.0	162.0
ENSMUSG00000001054.9	Rmnd5b	protein_coding	2	251.0	753.0	593.0	649.0	880.0	933.0	576.0	684.0	413.0
ENSMUSG00000001056.3	Nhp2	protein_coding	2	264.0	850.0	700.0	706.0	712.0	1184.0	649.0	705.0	498.0
ENSMUSG00000001062.18	Vps9d1	protein_coding	2	372.0	936.0	783.0	882.0	1015.0	1004.0	721.0	878.0	426.0
ENSMUSG00000001065.15	Zfp276	protein_coding	2	445.0	1070.0	935.0	1000.0	1378.0	1231.0	962.0	1130.0	479.0
ENSMUSG00000001076.7	C1ql4	protein_coding	2	1.0	1.0	1.0	2.0	2.0	4.0	1.0	0.0	0.0
ENSMUSG00000001082.12	Mfsd10	protein_coding	2	241.0	579.0	515.0	478.0	665.0	686.0	499.0	648.0	264.0
ENSMUSG00000001089.14	Luzp1	protein_coding	2	1557.0	4040.0	3192.0	3494.0	4554.0	7660.0	4358.0	5562.0	2743.0
ENSMUSG00000001095.5	Slc13a2	protein_coding	2	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0
ENSMUSG00000001098.15	Kctd10	protein_coding	2	1005.0	2553.0	2212.0	2157.0	3266.0	3614.0	2117.0	2707.0	1211.0
ENSMUSG00000001100.10	Poldip2	protein_coding	2	1007.0	2923.0	2605.0	2514.0	3126.0	3445.0	2153.0	2621.0	1257.0
ENSMUSG00000001103.7	Sebox	protein_coding	2	1.0	4.0	12.0	3.0	3.0	5.0	0.0	2.0	0.0
ENSMUSG00000001105.15	Ift20	protein_coding	2	246.0	663.0	572.0	596.0	759.0	960.0	523.0	643.0	371.0
ENSMUSG00000001119.7	Col6a1	protein_coding	2	210.0	582.0	580.0	535.0	606.0	568.0	469.0	523.0	292.0
ENSMUSG00000001120.15	Pcbp3	protein_coding	2	242.0	636.0	510.0	503.0	783.0	710.0	468.0	624.0	294.0
ENSMUSG00000001123.15	Lgals9	protein_coding	2	24.0	44.0	48.0	38.0	51.0	52.0	46.0	45.0	30.0
ENSMUSG00000001127.12	Araf	protein_coding	2	931.0	2686.0	2407.0	2611.0	2872.0	3127.0	1946.0	2548.0	1219.0
ENSMUSG00000001128.7	Cfp	protein_coding	2	60.0	166.0	122.0	154.0	212.0	173.0	152.0	190.0	51.0
ENSMUSG00000001131.11	Timp1	protein_coding	2	13.0	39.0	40.0	34.0	38.0	52.0	33.0	40.0	20.0
ENSMUSG00000001134.9	Uxt	protein_coding	2	103.0	311.95	305.92	290.0	355.13	450.0	282.0	346.04	170.0
ENSMUSG00000001138.13	Cnnm3	protein_coding	2	425.0	1198.0	1097.0	1199.0	1294.0	1151.0	794.0	1065.0	469.0
ENSMUSG00000001143.13	Lman2l	protein_coding	2	451.0	1245.0	1081.0	1165.0	1301.0	1353.0	864.0	1216.0	448.0
ENSMUSG00000001150.7	Mcm3ap	protein_coding	2	1294.0	3485.0	2948.0	3109.0	4056.0	4202.0	2680.0	3227.0	1510.0
ENSMUSG00000001151.10	Pcnt	protein_coding	2	1352.0	4075.95	3424.0	3387.0	4333.0	5339.95	3234.0	4071.0	1962.0
ENSMUSG00000001155.13	Ftcd	protein_coding	1	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
